anio;codigo_delito_snic_id;codigo_delito_snic_nombre;cantidad_hechos;cantidad_victimas;cantidad_victimas_masc;cantidad_victimas_fem;cantidad_victimas_sd;tasa_hechos;tasa_victimas;tasa_victimas_masc;tasa_victimas_fem
2018;28_5;Organización y financiación de estupefacientes;173;;;;;,38881209;;;
2018;28_6;Tenencia simple de estupefacientes;8110;;;;;18,226971;;;
2018;28_7;Tenencia simple atenuada para uso personal de estupefacientes;28688;;;;;64,47538;;;
2018;28_8;Confabulación de estupefacientes;123;;;;;,27643865;;;
2018;28_9;Contrabando de estupefacientes;899;;;;;2,0204744;;;
2018;29;Otros delitos previstos en leyes especiales;40065;;;;;90,04483;;;
2018;29_1;Ley de residuos peligrosos;51;;;;;,1146209;;;
2018;29_2;Ley de fauna;787;;;;;1,7687578;;;
2018;29_3;Delitos migratorios;604;;;;;1,3574711;;;
2018;29_4;Obstrucción del código aduanero;332;;;;;,74615961;;;
2018;29_5;Contrabando simple;5295;;;;;11,900347;;;
2018;29_6;Contrabando agravado;170;;;;;,38206968;;;
2018;29_7;Contrabando de elementos nucleares agresivos químicos armas y municiones;6;;;;;,013484812;;;
2018;29_8;Otros delitos previstos en leyes especiales n,c,p;32820;;;;;73,761925;;;
2018;30;Contravenciones;178813;;;;;401,87662;;;
2018;31;Suicidios (consumados);3902;3903;3122;780;1;9,5739861;9,5764399;15,687711;3,7400484
2018;32;Delitos contra el orden económico y financiero;239;;;;;,53714502;;;
2019;1;Homicidios dolosos;2240;2309;1897;408;4;4,9845667;5,1381092;8,6030455;1,7825639
2019;2;Homicidios dolosos en grado de tentativa;1584;1736;1259;345;132;3,5248005;3,863039;5,7096648;1,507315
2019;3;Muertes en accidentes viales;3671;4189;3285;897;7;8,1689034;9,3215847;14,897735;3,9190192
2019;4;Homicidios culposos por otros hechos;434;486;270;112;104;,96575975;1,0814729;1,2244713;,48933128
2019;5;Lesiones dolosas;145150;154182;61985;68282;23915;322,99545;343,09393;281,10687;298,32605
2019;6;Lesiones culposas en Accidentes Viales;92935;107274;67009;34783;5482;206,80388;238,71178;303,89111;151,96794
2019;7;Lesiones culposas por otros hechos;15756;16099;2288;2418;11393;35,061085;35,824348;10,376261;10,564313
2019;8;Otros delitos contra las personas;53606;55222;18729;30804;5689;119,28691;122,88292;84,9375;134,58357
2019;9;Delitos contra el honor;699;722;255;426;41;1,5554518;1,6066326;1,1564451;1,8612064
2019;10;Abusos sexuales con acceso carnal (violaciones);5543;5626;600;4314;712;12,334577;12,519273;2,7210474;18,847992
2019;11;Otros delitos contra la integridad sexual;16478;17181;1782;11126;4273;36,667717;38,232071;8,0815105;48,609818
2019;12;Delitos contra el estado civil;121;;;;;,26925561;;;
2019;13;Amenazas;185689;;;;;413,20499;;;
2019;14;Otros delitos contra la libertad;12719;13628;4520;4992;4116;28,302992;30,325747;20,498558;21,810194
2019;14_1;Trata de personas simple;129;177;26;77;74;,28705764;,39386976;,11791205;,33641526
2019;14_2;Trata de personas agravado;18;24;0;15;9;,040054552;,053406071;0;,065535441
2019;14_3;Otros delitos contra la libertad n,c,p;12572;13427;4494;4900;4033;27,97588;29,878471;20,380646;21,408243
2019;15;Robos (excluye los agravados por el resultado de lesiones y/o muertes);473682;;;;;1054,0623;;;
2019;16;Tentativas de robo (excluye las agravadas por el res, de lesiones y/o muerte);29627;;;;;65,927567;;;
2019;17;Robos agravados por el resultado de lesiones y/o muertes ;6960;;;;;15,487761;;;
2019;18;Tentativas de robo agravado por el resultado de lesiones y/o muertes;1423;;;;;3,1665349;;;
2019;19;Hurtos;334423;;;;;744,17578;;;
2019;20;Tentativas de hurto;14007;;;;;31,169117;;;
2019;21;Otros delitos contra la propiedad;125752;;;;;279,83002;;;
2019;22;Delitos contra la seguridad pública;33494;;;;;74,532623;;;
2019;22_1;Fabricación adquisición transferencia y tenencia de explosivos y otros materiales peligrosos;116;;;;;,25812933;;;
2019;22_2;Tenencia ilegal de armas de fuego;3056;;;;;6,8003731;;;
2019;22_3;Portación ilegal de armas de fuego;1739;;;;;3,8697147;;;
2019;22_4;Acopio y fabricación ilegal de armas piezas y municiones;63;;;;;,14019093;;;
2019;22_5;Entrega y comercialización ilegal de armas de fuego;6;;;;;,013351518;;;
2019;22_6;Omisión adulteración y supresión de marcaje;130;;;;;,28928289;;;
2019;22_7;Otros delitos contra la seguridad pública;28384;;;;;63,161579;;;
2019;23;Delitos contra el orden público;5376;;;;;11,962959;;;
2019;24;Delitos contra la seguridad de la nación;116;;;;;,25812933;;;
2019;25;Delitos contra los poderes públicos y el orden constitucional;1321;;;;;2,9395592;;;
2019;26;Delitos contra la administración pública;42229;;;;;93,970207;;;
2019;27;Delitos contra la fe pública;10918;;;;;24,295311;;;
2019;28;Ley 23,737 (estupefacientes);99777;;;;;222,02907;;;
2019;28_1;Siembra y producción de estupefacientes;848;;;;;1,8870145;;;
2019;28_10;Otros delitos previstos en la Ley 23,737;22766;;;;;50,660107;;;
2019;28_2;Comercialización y entrega de estupefacientes;6634;;;;;14,762328;;;
2019;28_3;Tenencia o entrega atenuada de estupefacientes;1298;;;;;2,8883784;;;
2019;28_4;Desvío de Importación de estupefacientes;1475;;;;;3,282248;;;
2019;28_5;Organización y financiación de estupefacientes;208;;;;;,4628526;;;
2019;28_6;Tenencia simple de estupefacientes;12257;;;;;27,274925;;;
2019;28_7;Tenencia simple atenuada para uso personal de estupefacientes;53624;;;;;119,32697;;;
2019;28_8;Confabulación de estupefacientes;107;;;;;,23810206;;;
2019;28_9;Contrabando de estupefacientes;560;;;;;1,2461417;;;
2019;29;Otros delitos previstos en leyes especiales;72615;;;;;161,58675;;;
2019;29_1;Ley de residuos peligrosos;95;;;;;,21139903;;;
2019;29_2;Ley de fauna;1621;;;;;3,6071351;;;
2019;29_3;Delitos migratorios;3739;;;;;8,3202209;;;
2019;29_4;Obstrucción del código aduanero;368;;;;;,81889307;;;
2019;29_5;Contrabando simple;25805;;;;;57,422653;;;
2019;29_6;Contrabando agravado;224;;;;;,49845666;;;
2019;29_7;Contrabando de elementos nucleares agresivos químicos armas y municiones;20;;;;;,04450506;;;
2019;29_8;Otros delitos previstos en leyes especiales n,c,p;40743;;;;;90,663483;;;
2019;30;Contravenciones;148812;;;;;331,14435;;;
2019;31;Suicidios (consumados);3647;3647;2893;721;33;8,849246;8,849246;14,369409;3,4203846
2019;32;Delitos contra el orden económico y financiero;353;;;;;,7855143;;;
2020;1;Homicidios dolosos;2349;2418;2044;372;2;5,1766582;5,3287187;9,1769762;1,6101365
2020;2;Homicidios dolosos en grado de tentativa;1548;1703;1261;292;150;3,4114377;3,7530222;5,6615295;1,2638706
2020;3;Muertes en accidentes viales;2746;2983;2416;512;55;6,0515556;6,5738492;10,84715;2,2161019
2020;4;Homicidios culposos por otros hechos;491;530;286;141;103;1,0820516;1,1679987;1,2840583;,61029369
2020;5;Lesiones dolosas;136122;144740;55850;68792;20098;299,98172;318,97385;250,75055;297,75406
2020;6;Lesiones culposas en Accidentes Viales;62332;72617;48115;21749;2753;137,36546;160,03125;216,0226;94,136719
2020;7;Lesiones culposas por otros hechos;10399;10557;1758;1514;7285;22,917015;23,265211;7,8929176;6,5530825
2020;8;Otros delitos contra las personas;50064;51444;17394;28984;5066;110,3296;113,3708;78,094093;125,45214
2020;9;Delitos contra el honor;768;782;330;394;58;1,6924962;1,723349;1,4816058;1,7053597
2020;10;Abusos sexuales con acceso carnal (violaciones);5707;5796;592;4564;640;12,576921;12,773057;2,6579108;19,754471
2020;11;Otros delitos contra la integridad sexual;21724;23989;2762;17522;3705;47,874725;52,866264;12,400591;75,840889
2020;12;Delitos contra el estado civil;57;;;;;,12561496;;;
2020;13;Amenazas;194482;;;;;428,59381;;;
2020;14;Otros delitos contra la libertad;12661;13503;4175;5046;4282;27,901947;29,757521;18,744556;21,840723
2020;14_1;Trata de personas simple;185;271;62;105;104;,40769765;,59722197;,27836227;,45447403
2020;14_2;Trata de personas agravado;126;129;6;5;118;,27767515;,28428647;,026938286;,02164162
2020;14_3;Otros delitos contra la libertad n,c,p;12350;13103;4107;4936;4060;27,216574;28,876013;18,439257;21,364607
2020;15;Robos (excluye los agravados por el resultado de lesiones y/o muertes);337000;;;;;742,6709;;;
2020;16;Tentativas de robo (excluye las agravadas por el res, de lesiones y/o muerte);25711;;;;;56,66116;;;
2020;17;Robos agravados por el resultado de lesiones y/o muertes ;4016;;;;;8,8503447;;;
2020;18;Tentativas de robo agravado por el resultado de lesiones y/o muertes;1323;;;;;2,9155891;;;
2020;19;Hurtos;231451;;;;;510,06503;;;
2020;20;Tentativas de hurto;11559;;;;;25,473391;;;
2020;21;Otros delitos contra la propiedad;125039;;;;;275,55734;;;
2020;22;Delitos contra la seguridad pública;101299;;;;;223,23981;;;
2020;22_1;Fabricación adquisición transferencia y tenencia de explosivos y otros materiales peligrosos;75;;;;;,16528283;;;
2020;22_2;Tenencia ilegal de armas de fuego;2927;;;;;6,450438;;;
2020;22_3;Portación ilegal de armas de fuego;1650;;;;;3,6362224;;;
2020;22_4;Acopio y fabricación ilegal de armas piezas y municiones;59;;;;;,1300225;;;
2020;22_5;Entrega y comercialización ilegal de armas de fuego;5;;;;;,011018855;;;
2020;22_6;Omisión adulteración y supresión de marcaje;116;;;;;,25563744;;;
2020;22_7;Otros delitos contra la seguridad pública;96467;;;;;212,59119;;;
2020;23;Delitos contra el orden público;4007;;;;;8,8305111;;;
2020;24;Delitos contra la seguridad de la nación;690;;;;;1,5206021;;;
2020;25;Delitos contra los poderes públicos y el orden constitucional;969;;;;;2,1354542;;;
2020;26;Delitos contra la administración pública;60452;;;;;133,22237;;;
2020;27;Delitos contra la fe pública;8975;;;;;19,778847;;;
2020;28;Ley 23,737 (estupefacientes);58973;;;;;129,963;;;
2020;28_1;Siembra y producción de estupefacientes;956;;;;;2,1068051;;;
2020;28_10;Otros delitos previstos en la Ley 23,737;10497;;;;;23,132986;;;
2020;28_2;Comercialización y entrega de estupefacientes;5023;;;;;11,069542;;;
2020;28_3;Tenencia o entrega atenuada de estupefacientes;630;;;;;1,3883758;;;
2020;28_4;Desvío de Importación de estupefacientes;72;;;;;,15867153;;;
2020;28_5;Organización y financiación de estupefacientes;167;;;;;,36802977;;;
2020;28_6;Tenencia simple de estupefacientes;9239;;;;;20,360641;;;
2020;28_7;Tenencia simple atenuada para uso personal de estupefacientes;31939;;;;;70,386246;;;
2020;28_8;Confabulación de estupefacientes;68;;;;;,14985643;;;
2020;28_9;Contrabando de estupefacientes;382;;;;;,84184057;;;
2020;29;Otros delitos previstos en leyes especiales;61454;;;;;135,43056;;;
2020;29_1;Ley de residuos peligrosos;18;;;;;,039667882;;;
2020;29_2;Ley de fauna;1170;;;;;2,5784123;;;
2020;29_3;Delitos migratorios;1899;;;;;4,1849613;;;
2020;29_4;Obstrucción del código aduanero;190;;;;;,41871652;;;
2020;29_5;Contrabando simple;18884;;;;;41,616013;;;
2020;29_6;Contrabando agravado;118;;;;;,26004499;;;
2020;29_7;Contrabando de elementos nucleares agresivos químicos armas y municiones;6;;;;;,013222626;;;
2020;29_8;Otros delitos previstos en leyes especiales n,c,p;39169;;;;;86,319511;;;
2020;30;Contravenciones;119532;;;;;263,42117;;;
2020;31;Suicidios (consumados);3261;3262;2611;643;8;7,8269434;7,8293433;12,822547;3,0186086
2020;32;Delitos contra el orden económico y financiero;326;;;;;,71842939;;;
2021;1;Homicidios dolosos;2021;2094;1786;308;0;4,4118214;4,5711794;7,9403124;1,3209853
2021;2;Homicidios dolosos en grado de tentativa;1478;1612;1073;327;212;3,2264581;3,5189786;4,7704115;1,4024746
2021;3;Muertes en accidentes viales;3444;3827;2754;730;343;7,5182147;8,3542995;12,243908;3,1309068
2021;4;Homicidios culposos por otros hechos;501;534;266;123;145;1,0936776;1,1657163;1,1825997;,52753633
2021;5;Lesiones dolosas;156815;166111;57664;80586;27861;342,32544;362,61853;256,36627;345,62637
2021;6;Lesiones culposas en Accidentes Viales;80267;94555;59260;30627;4668;175,222;206,41254;263,46188;131,35655
2021;7;Lesiones culposas por otros hechos;13533;13861;1837;1629;10395;29,542393;30,258413;8,1670513;6,98664
2021;8;Otros delitos contra las personas;46566;47618;16560;25532;5526;101,65308;103,94958;73,623497;109,50454
2021;9;Delitos contra el honor;791;810;255;482;73;1,7267444;1,7682213;1,1336952;2,0672562
2021;10;Abusos sexuales con acceso carnal (violaciones);6919;7051;642;5709;700;15,104102;15,392257;2,8542445;24,485407
2021;11;Otros delitos contra la integridad sexual;32105;35647;3781;25857;6009;70,084869;77,817017;16,809811;110,89843
2021;12;Delitos contra el estado civil;79;;;;;,17245615;;;
2021;13;Amenazas;218166;;;;;476,25403;;;
2021;14;Otros delitos contra la libertad;14030;15018;4343;6173;4502;30,627338;32,78413;19,308386;26,475462
2021;14_1;Trata de personas simple;175;246;51;76;119;,3820231;,53701532;,22673905;,32595742
2021;14_2;Trata de personas agravado;96;99;11;18;70;,20956697;,21611594;,048904501;,077200443
2021;14_3;Otros delitos contra la libertad n,c,p;13759;14673;4281;6079;4313;30,035748;32,031002;19,032742;26,072304
2021;15;Robos (excluye los agravados por el resultado de lesiones y/o muertes);371463;;;;;810,89972;;;
2021;16;Tentativas de robo (excluye las agravadas por el res, de lesiones y/o muerte);25715;;;;;56,135567;;;
2021;17;Robos agravados por el resultado de lesiones y/o muertes ;5380;;;;;11,744482;;;
2021;18;Tentativas de robo agravado por el resultado de lesiones y/o muertes;1480;;;;;3,230824;;;
2021;19;Hurtos;271723;;;;;593,1684;;;
2021;20;Tentativas de hurto;11855;;;;;25,879337;;;
2021;21;Otros delitos contra la propiedad;160733;;;;;350,87842;;;
2021;22;Delitos contra la seguridad pública;49493;;;;;108,04269;;;
2021;22_1;Fabricación adquisición transferencia y tenencia de explosivos y otros materiales peligrosos;124;;;;;,27069065;;;
2021;22_2;Tenencia ilegal de armas de fuego;2809;;;;;6,1320167;;;
2021;22_3;Portación ilegal de armas de fuego;1427;;;;;3,1151257;;;
2021;22_4;Acopio y fabricación ilegal de armas piezas y municiones;57;;;;;,12443038;;;
2021;22_5;Entrega y comercialización ilegal de armas de fuego;10;;;;;,021829892;;;
2021;22_6;Omisión adulteración y supresión de marcaje;105;;;;;,22921386;;;
2021;22_7;Otros delitos contra la seguridad pública;44961;;;;;98,149376;;;
2021;23;Delitos contra el orden público;3528;;;;;7,7015858;;;
2021;24;Delitos contra la seguridad de la nación;112;;;;;,2444948;;;
2021;25;Delitos contra los poderes públicos y el orden constitucional;700;;;;;1,5280924;;;
2021;26;Delitos contra la administración pública;49598;;;;;108,2719;;;
2021;27;Delitos contra la fe pública;10595;;;;;23,128771;;;
2021;28;Ley 23,737 (estupefacientes);72043;;;;;157,26909;;;
2021;28_1;Siembra y producción de estupefacientes;1113;;;;;2,429667;;;
2021;28_10;Otros delitos previstos en la Ley 23,737;10620;;;;;23,183346;;;
2021;28_2;Comercialización y entrega de estupefacientes;5505;;;;;12,017356;;;
2021;28_3;Tenencia o entrega atenuada de estupefacientes;880;;;;;1,9210305;;;
2021;28_4;Desvío de Importación de estupefacientes;10;;;;;,021829892;;;
2021;28_5;Organización y financiación de estupefacientes;206;;;;;,44969577;;;
2021;28_6;Tenencia simple de estupefacientes;8393;;;;;18,321829;;;
2021;28_7;Tenencia simple atenuada para uso personal de estupefacientes;44588;;;;;97,335121;;;
2021;28_8;Confabulación de estupefacientes;105;;;;;,22921386;;;
2021;28_9;Contrabando de estupefacientes;623;;;;;1,3600023;;;
2021;29;Otros delitos previstos en leyes especiales;70877;;;;;154,72372;;;
2021;29_1;Ley de residuos peligrosos;54;;;;;,11788142;;;
2021;29_2;Ley de fauna;1649;;;;;3,5997491;;;
2021;29_3;Delitos migratorios;3970;;;;;8,6664667;;;
2021;29_4;Obstrucción del código aduanero;261;;;;;,5697602;;;
2021;29_5;Contrabando simple;17056;;;;;37,233063;;;
2021;29_6;Contrabando agravado;183;;;;;,39948702;;;
2021;29_7;Contrabando de elementos nucleares agresivos químicos armas y municiones;7;;;;;,015280925;;;
2021;29_8;Otros delitos previstos en leyes especiales n,c,p;47697;;;;;104,12203;;;
2021;30;Contravenciones;88850;;;;;193,95859;;;
2021;31;Suicidios (consumados);3648;3648;2882;754;12;8,6630392;8,6630392;13,997426;3,5036469
2021;32;Delitos contra el orden económico y financiero;671;;;;;1,4647857;;;
2022;1;Homicidios dolosos;1890;1961;1614;347;0;4,0878272;4,2413912;7,1071649;1,4750046
2022;2;Homicidios dolosos en grado de tentativa;1253;1382;1008;313;61;2,710078;2,9890885;4,4386754;1,3304795
2022;3;Muertes en accidentes viales;3781;4183;3114;949;120;8,1778173;9,0472918;13,712337;4,033946
2022;4;Homicidios culposos por otros hechos;564;627;403;181;43;1,2198596;1,3561205;1,7745894;,76938277
2022;5;Lesiones dolosas;166984;177390;64098;97111;16181;361,16495;383,67178;282,2522;412,79297
2022;6;Lesiones culposas en Accidentes Viales;89718;104162;62730;34203;7229;194,04851;225,28903;276,22827;145,38783
2022;7;Lesiones culposas por otros hechos;12693;13081;3051;3148;6882;27,453329;28,292522;13,434919;13,381309
2022;8;Otros delitos contra las personas;42132;43010;13198;23618;6194;91,126106;93,025108;58,116703;100,39382
2022;9;Delitos contra el honor;640;652;220;348;84;1,3842378;1,4101923;,96875852;1,4792552
2022;10;Abusos sexuales con acceso carnal (violaciones);6964;7069;558;5637;874;15,062238;15,289339;2,4571238;23,961384
2022;11;Otros delitos contra la integridad sexual;32260;36185;3743;27468;4974;69,774239;78,263512;16,482105;116,75915
2022;12;Delitos contra el estado civil;140;;;;;,30280203;;;
2022;13;Amenazas;209410;;;;;452,92694;;;
2022;14;Otros delitos contra la libertad;14225;15247;4659;6947;3641;30,766848;32,977303;20,515663;29,529844
2022;14_1;Trata de personas simple;328;419;64;122;233;,70942187;,90624321;,28182065;,5185895
2022;14_2;Trata de personas agravado;82;89;8;7;74;,17735547;,19249557;,035227582;,029755134
2022;14_3;Otros delitos contra la libertad n,c,p;13815;14739;4587;6818;3334;29,880072;31,878565;20,198614;28,981501
2022;15;Robos (excluye los agravados por el resultado de lesiones y/o muertes);394525;;;;;853,30688;;;
2022;16;Tentativas de robo (excluye las agravadas por el res, de lesiones y/o muerte);24663;;;;;53,342903;;;
2022;17;Robos agravados por el resultado de lesiones y/o muertes ;6329;;;;;13,688814;;;
2022;18;Tentativas de robo agravado por el resultado de lesiones y/o muertes;1403;;;;;3,0345089;;;
2022;19;Hurtos;311697;;;;;674,16058;;;
2022;20;Tentativas de hurto;12404;;;;;26,828259;;;
2022;21;Otros delitos contra la propiedad;186367;;;;;403,08789;;;
2022;22;Delitos contra la seguridad pública;33372;;;;;72,179352;;;
2022;22_1;Fabricación adquisición transferencia y tenencia de explosivos y otros materiales peligrosos;131;;;;;,28333619;;;
2022;22_2;Tenencia ilegal de armas de fuego;2572;;;;;5,5629058;;;
2022;22_3;Portación ilegal de armas de fuego;1359;;;;;2,9393425;;;
2022;22_4;Acopio y fabricación ilegal de armas piezas y municiones;35;;;;;,075700507;;;
2022;22_5;Entrega y comercialización ilegal de armas de fuego;56;;;;;,12112081;;;
2022;22_6;Omisión adulteración y supresión de marcaje;162;;;;;,35038519;;;
2022;22_7;Otros delitos contra la seguridad pública;29057;;;;;62,846561;;;
2022;23;Delitos contra el orden público;3134;;;;;6,7784395;;;
2022;24;Delitos contra la seguridad de la nación;55;;;;;,11895794;;;
2022;25;Delitos contra los poderes públicos y el orden constitucional;311;;;;;,67265308;;;
2022;26;Delitos contra la administración pública;38751;;;;;83,813438;;;
2022;27;Delitos contra la fe pública;10861;;;;;23,490948;;;
2022;28;Ley 23,737 (estupefacientes);76856;;;;;166,22966;;;
2022;28_1;Siembra y producción de estupefacientes;1016;;;;;2,1974776;;;
2022;28_10;Otros delitos previstos en la Ley 23,737;8232;;;;;17,804758;;;
2022;28_2;Comercialización y entrega de estupefacientes;6296;;;;;13,617439;;;
2022;28_3;Tenencia o entrega atenuada de estupefacientes;1078;;;;;2,3315756;;;
2022;28_4;Desvío de Importación de estupefacientes;116;;;;;,25089312;;;
2022;28_5;Organización y financiación de estupefacientes;227;;;;;,49097186;;;
2022;28_6;Tenencia simple de estupefacientes;10421;;;;;22,539286;;;
2022;28_7;Tenencia simple atenuada para uso personal de estupefacientes;48504;;;;;104,90792;;;
2022;28_8;Confabulación de estupefacientes;188;;;;;,40661985;;;
2022;28_9;Contrabando de estupefacientes;778;;;;;1,6827141;;;
2022;29;Otros delitos previstos en leyes especiales;64620;;;;;139,76476;;;
2022;29_1;Ley de residuos peligrosos;326;;;;;,70509613;;;
2022;29_2;Ley de fauna;1711;;;;;3,7006733;;;
2022;29_3;Delitos migratorios;3388;;;;;7,3278089;;;
2022;29_4;Obstrucción del código aduanero;327;;;;;,707259;;;
2022;29_5;Contrabando simple;15495;;;;;33,513695;;;
2022;29_6;Contrabando agravado;396;;;;;,85649717;;;
2022;29_7;Contrabando de elementos nucleares agresivos químicos armas y municiones;120;;;;;,25954458;;;
2022;29_8;Otros delitos previstos en leyes especiales n,c,p;42857;;;;;92,694191;;;
2022;30;Contravenciones;74313;;;;;160,72948;;;
2022;31;Suicidios (consumados);3955;3955;3060;858;37;9,2947178;9,2947178;14,701747;3,9471509
2022;32;Delitos contra el orden económico y financiero;360;;;;;,77863377;;;
